Latitude,Longitude,Engaged,Duration,Distance,Width,Elevation,Heading,GPS Quality,Moisture,Flow Wheat,Header Offset,Speed,Mass Yield,Wet Yield,Dry Yield,Timestamp
40.66544653,-102.10621769,true,1,9.57,29,3656.07,357,2,13.5,0,0,6.5,0,0,0,1531524069
40.66547341,-102.10622003,true,1,9.57,29,3656.08,356.2,2,13.5,0,0,6.5,0,0,0,1531524070
40.66550056,-102.10622273,true,1,9.57,29,3656.09,355.7,2,13.5,0,0,6.5,0,0,0,1531524071
40.66552566,-102.10622794,true,1,9.57,29,3656.09,351,2,13.5,0,0,6.5,0,0,0,1531524072
40.66555063,-102.10623316,true,1,9.57,29,3656.08,350.8,2,13.5,0,0,6.5,0,0,0,1531524073
40.66557492,-102.10623946,true,1,9.39,29,3655.74,349,2,13.5,0,0,6.4,0,0,0,1531524074
40.66558869,-102.10625385,true,1,9.11,29,3657.34,321.8,2,13.5,0,0,6.2,0,0,0,1531524075
40.66561284,-102.10626212,true,2,18.23,29,3657.09,345.2,2,13.5,0,0,6.2,0,0,0,1531524076
40.66563576,-102.10627075,true,1,9.11,29,3657.19,344,2,13.5,0,0,6.2,0,0,0,1531524077
40.66565855,-102.10628082,true,1,8.93,29,3657.44,341.5,2,13.5,0,0,6.1,0,0,0,1531524078
40.66568065,-102.10629252,true,1,8.93,29,3657.37,338.1,2,13.5,0,0,6.1,0,0,0,1531524079
40.66570193,-102.10630547,true,1,8.84,29,3657.92,335.3,2,13.5,0,0,6,0,0,0,1531524080
40.66572076,-102.10632201,true,1,8.84,29,3658.2,326.3,2,13.5,0,0,6,0,0,0,1531524081
40.665737,-102.10634198,true,1,8.47,29,3658,317.2,2,13.5,0,0,5.8,0,0,0,1531524082
40.66574996,-102.10636428,true,1,8.2,29,3658.11,307.3,2,13.5,0,0,5.6,0,0,0,1531524083
40.66575801,-102.10638964,true,2,16.22,29,3658.2,292.5,2,13.5,0,0,5.5,0,0,0,1531524084
40.66576142,-102.10641608,true,1,7.75,29,3658.08,279.7,2,13.5,0,0,5.3,0,0,0,1531524085
40.66576305,-102.1064418,true,1,7.47,29,3657.61,274.9,2,13.5,0,0,5.1,0,0,0,1531524086
40.66576387,-102.10646591,true,1,7.2,29,3657.65,272.5,2,13.5,0,0,4.9,0,0,0,1531524087
40.6657636,-102.10648839,true,1,6.93,29,3657.46,269.1,2,13.5,0,0,4.7,0,0,0,1531524088
40.66576333,-102.10650727,true,1,6.29,29,3657.47,268.8,2,13.5,0,0,4.3,0,0,0,1531524089
40.66576824,-102.10652562,true,1,5.29,29,3652.19,289.5,2,13.5,0,0,3.6,0,0,0,1531524090
40.66576824,-102.10652562,true,1,2.92,29,3652.19,289.5,2,13.5,0,0,2,0,0,0,1531524091
40.66576824,-102.10654073,true,1,1.28,29,3652.26,268.8,2,13.5,0,0,0.9,0,0,0,1531524114
40.6657681,-102.10655296,true,1,2.46,29,3652.3,269.2,2,13.5,0,0,1.7,0,0,0,1531524115
40.66576783,-102.10656663,true,2,6.38,29,3652.28,268.7,2,13.5,1.6,0,2.2,733.7,12.2,12.2,1531524116
40.66576769,-102.10658318,true,1,3.83,29,3652.32,269.2,2,13.5,3.8,0,2.6,1486,24.8,24.8,1531524117
40.66576728,-102.10660422,true,1,4.65,29,3652.3,268.8,2,13.5,7.6,0,3.2,2448.9,40.8,40.8,1531524118
40.66576701,-102.10662545,true,1,5.74,29,3652.38,268.7,2,13.5,8.2,0,3.9,2140.1,35.7,35.7,1531524119
40.6657666,-102.10664757,true,1,5.83,29,3652.32,269,2,13.5,8.2,0,4,2106.4,35.1,35.1,1531524120
40.66576619,-102.10666879,true,1,6.01,29,3652.33,268.2,2,13.5,8.5,0,4.1,2128.1,35.5,35.5,1531524121
40.66576551,-102.1066902,true,1,6.01,29,3652.32,267.7,2,13.5,9.7,0,4.1,2412,40.2,40.2,1531524122
40.66576483,-102.10671178,true,1,6.01,29,3652.37,267.8,2,13.5,9.4,0,4.1,2356.5,39.3,39.3,1531524123
40.66576428,-102.10673318,true,2,12.03,29,3652.37,267.9,2,3.4,10.3,0,4.1,2578.7,43,43,1531524124
40.66576387,-102.10675441,true,1,6.01,29,3652.4,268.8,2,7.6,10,0,4.1,2487.2,41.5,41.5,1531524125
40.66576346,-102.10677599,true,1,6.01,29,3652.39,268.5,2,11.1,10,0,4.1,2496,41.6,41.6,1531524126
40.66576333,-102.10679758,true,1,6.01,29,3652.39,269.5,2,12.3,9.5,0,4.1,2368,39.5,39.5,1531524127
40.66576333,-102.10681916,true,1,6.01,29,3652.43,270,2,12.5,10.5,0,4.1,2626.2,43.8,43.8,1531524128
40.6657636,-102.10684056,true,1,6.01,29,3652.41,271,2,12.4,9.4,0,4.1,2337.5,39,39,1531524129
40.6657636,-102.10686197,true,1,6.01,29,3652.41,269.9,2,12.8,9.6,0,4.1,2399.9,40,40,1531524130
40.6657636,-102.10688337,true,1,6.01,29,3652.38,270.3,2,13.3,10.3,0,4.1,2578.7,43,43,1531524131
40.6657636,-102.10690495,true,2,12.03,29,3652.36,269.9,2,13.4,9.9,0,4.1,2479.3,41.3,41.3,1531524132
40.66576333,-102.10692636,true,1,6.01,29,3652.36,268.9,2,13.1,9.4,0,4.1,2337.5,39,39,1531524133
40.66576278,-102.10694758,true,1,6.01,29,3652.4,268.3,2,13.3,9.9,0,4.1,2463.7,41.1,41.1,1531524134
40.66576265,-102.10696917,true,1,6.01,29,3652.41,269.2,2,13.7,10.5,0,4.1,2610.8,43.5,43.4,1531524135
40.66576237,-102.10699057,true,1,6.01,29,3652.44,269.2,2,13.5,9.3,0,4.1,2328.9,38.8,38.8,1531524136
40.66576237,-102.10701179,true,1,6.01,29,3652.46,270,2,13.2,9.7,0,4.1,2434.7,40.6,40.6,1531524137
40.66576251,-102.10703338,true,1,6.01,29,3652.46,270.7,2,13.4,9.7,0,4.1,2434.7,40.6,40.6,1531524138
40.66576278,-102.10705514,true,1,6.01,29,3652.44,270.8,2,13.6,9.2,0,4.1,2296.4,38.3,38.2,1531524139
40.66576305,-102.10707655,true,2,12.03,29,3652.45,270.9,2,13.2,9.5,0,4.1,2370.6,39.5,39.5,1531524140
40.66576305,-102.10709813,true,1,6.01,29,3652.48,270,2,12.9,9.6,0,4.1,2389.4,39.8,39.8,1531524141
40.66576305,-102.10711971,true,1,6.01,29,3652.48,269.8,2,13.6,9.5,0,4.1,2376.9,39.6,39.6,1531524142
40.66576292,-102.10714148,true,1,6.01,29,3652.41,269.9,2,13.7,8.8,0,4.1,2201.2,36.7,36.6,1531524143
40.66576265,-102.10716288,true,1,6.01,29,3652.43,268.9,2,13.2,9.4,0,4.1,2337,38.9,38.9,1531524144
40.66576251,-102.10718464,true,1,6.01,29,3652.46,269.6,2,13.1,9.1,0,4.1,2267.8,37.8,37.8,1531524145
40.66576224,-102.10720605,true,1,6.01,29,3652.46,268.9,2,13.5,9.4,0,4.1,2337.7,39,39,1531524146
40.66576169,-102.10722763,true,1,6.01,29,3652.63,267.9,2,13.5,9.1,0,4.1,2264.9,37.7,37.7,1531524147
40.66576142,-102.10724921,true,2,12.03,29,3652.65,269,2,13.2,9.5,0,4.1,2370.6,39.5,39.5,1531524148
40.66576101,-102.1072708,true,1,6.01,29,3652.67,269,2,13.4,9.6,0,4.1,2387.9,39.8,39.8,1531524149
40.66576114,-102.10729256,true,1,6.01,29,3652.7,270.2,2,13.7,9.6,0,4.1,2389.6,39.8,39.7,1531524150
40.66576114,-102.10731415,true,1,6.01,29,3652.66,270.3,2,13.5,9.1,0,4.1,2275.9,37.9,37.9,1531524151
40.66576142,-102.10733573,true,1,6.01,29,3652.68,271,2,13.1,10.5,0,4.1,2622.2,43.7,43.7,1531524152
40.66576196,-102.10735713,true,1,6.01,29,3652.53,271.5,2,13.4,10.4,0,4.1,2586.4,43.1,43.1,1531524153
40.66576278,-102.10737872,true,1,6.01,29,3652.52,273,2,13.7,9,0,4.1,2248.6,37.5,37.4,1531524154
40.66576319,-102.10740048,true,1,6.01,29,3652.76,271.6,2,13.4,9.2,0,4.1,2294,38.2,38.2,1531524155
40.6657636,-102.10742206,true,2,12.03,29,3652.75,271.5,2,13.3,9.8,0,4.1,2445.1,40.8,40.8,1531524156
40.66576401,-102.10744365,true,1,6.2,29,3652.85,271.2,2,13.8,9.2,0,4.2,2240.3,37.3,37.2,1531524157
40.66576469,-102.10746523,true,1,6.01,29,3652.87,272.7,2,14,9.6,0,4.1,2386.9,39.8,39.6,1531524158
40.66576524,-102.107487,true,1,6.01,29,3652.86,271.6,2,13.4,10,0,4.1,2489.5,41.5,41.5,1531524159
40.66576565,-102.1075084,true,1,6.01,29,3652.92,271.3,2,13.1,9.6,0,4.1,2390.6,39.8,39.8,1531524160
40.66576524,-102.10753016,true,1,6.01,29,3652.89,269,2,13.6,9.9,0,4.1,2469.4,41.2,41.1,1531524161
40.66576456,-102.10755175,true,1,6.01,29,3652.95,267.5,2,13.7,9.8,0,4.1,2441.5,40.7,40.6,1531524162
40.66576387,-102.10757333,true,1,6.01,29,3652.94,267.4,2,13.1,9.6,0,4.1,2407.2,40.1,40.1,1531524163
40.66576319,-102.10759509,true,2,12.03,29,3652.93,268,2,12.9,9.6,0,4.1,2395.4,39.9,39.9,1531524164
40.66576278,-102.10761668,true,1,6.01,29,3652.72,268.6,2,13.3,9.5,0,4.1,2384,39.7,39.7,1531524165
40.66576265,-102.10763862,true,1,6.01,29,3652.78,269.4,2,13.4,10,0,4.1,2495.8,41.6,41.6,1531524166
40.66576265,-102.10766003,true,1,6.01,29,3652.72,270.2,2,12.4,9.5,0,4.1,2369.7,39.5,39.5,1531524167
40.66576319,-102.10768161,true,1,6.01,29,3652.72,271.6,2,12.6,9.9,0,4.1,2481.4,41.4,41.4,1531524168
40.66576333,-102.10770337,true,1,6.01,29,3652.71,270.6,2,13.1,10,0,4.1,2509.2,41.8,41.8,1531524169
40.6657636,-102.10772532,true,1,6.01,29,3652.79,271,2,12.9,10.7,0,4.1,2684.9,44.7,44.7,1531524170
40.66576374,-102.1077469,true,1,6.01,29,3652.85,270.3,2,12.9,10.6,0,4.1,2653.2,44.2,44.2,1531524171
40.6657636,-102.10776848,true,2,12.4,29,3652.89,269.7,2,13.2,9.3,0,4.2,2254.8,37.6,37.6,1531524172
40.6657636,-102.10779025,true,1,6.01,29,3652.86,270.1,2,13.5,10.5,0,4.1,2611.1,43.5,43.5,1531524173
40.66576374,-102.10781201,true,1,6.01,29,3652.85,270.3,2,13.5,10.9,0,4.1,2722.7,45.4,45.4,1531524174
40.66576387,-102.10783377,true,1,6.01,29,3652.88,270.3,2,13,10.1,0,4.1,2510.8,41.8,41.8,1531524175
40.66576415,-102.10785518,true,1,6.01,29,3652.87,271.4,2,13.1,10.1,0,4.1,2519.7,42,42,1531524176
40.66576442,-102.10787712,true,1,6.01,29,3652.68,270.9,2,13.3,10.4,0,4.1,2598.7,43.3,43.3,1531524177
40.66576483,-102.10789889,true,1,6.2,29,3652.65,271.3,2,13.2,11,0,4.2,2658.5,44.3,44.3,1531524178
40.66576469,-102.10792065,true,1,6.01,29,3652.66,269.7,2,13.1,10.3,0,4.1,2582.1,43,43,1531524179
40.66576496,-102.10794241,true,2,12.4,29,3652.63,270.8,2,13.4,10.4,0,4.2,2531.2,42.2,42.2,1531524180
40.6657651,-102.10796454,true,1,6.2,29,3652.58,270.3,2,13.7,10.6,0,4.2,2563,42.7,42.6,1531524181
40.6657651,-102.10798666,true,1,6.2,29,3652.52,270,2,13.5,9.7,0,4.2,2353.8,39.2,39.2,1531524182
40.66576483,-102.10800842,true,1,6.2,29,3652.62,269.1,2,13.3,11.3,0,4.2,2728.4,45.5,45.5,1531524183
40.66576456,-102.10803001,true,1,6.2,29,3652.61,269,2,13.7,9.8,0,4.2,2373.2,39.6,39.5,1531524184
40.66576428,-102.10805213,true,1,6.2,29,3652.48,269.1,2,14,10,0,4.2,2422.5,40.4,40.1,1531524185
40.66576387,-102.10807407,true,1,6.2,29,3652.46,268.8,2,13.4,9.9,0,4.2,2408.5,40.1,40.1,1531524186
40.66576374,-102.10809602,true,1,6.2,29,3652.46,269.4,2,13.2,10,0,4.2,2417.8,40.3,40.3,1531524187
40.6657636,-102.1081176,true,2,12.4,29,3652.4,269.5,2,13.7,10.7,0,4.2,2587.4,43.1,43,1531524188
40.66576319,-102.10813918,true,1,6.2,29,3652.29,268.6,2,14,10.6,0,4.2,2581.3,43,42.8,1531524189
40.66576305,-102.10816095,true,1,6.2,29,3652.27,269.3,2,13.4,9.6,0,4.2,2328.9,38.8,38.8,1531524190
40.66576251,-102.10818271,true,1,6.2,29,3652.23,268.1,2,13.6,10.7,0,4.2,2598.3,43.3,43.3,1531524191
40.66576224,-102.10820447,true,1,6.01,29,3652.27,269.2,2,14.1,9.7,0,4.1,2412,40.2,39.9,1531524192
40.6657621,-102.10822624,true,1,6.2,29,3652.26,269.5,2,14.3,9.9,0,4.2,2390.2,39.8,39.5,1531524193
40.66576224,-102.108248,true,1,6.01,29,3652.3,270.5,2,13.6,10.7,0,4.1,2661.9,44.4,44.3,1531524194
40.66576251,-102.10826977,true,1,6.2,29,3652.35,271.1,2,13.4,11.1,0,4.2,2684.6,44.7,44.7,1531524195
40.66576265,-102.10829171,true,2,12.03,29,3652.39,270.4,2,13.8,10.5,0,4.1,2631.4,43.9,43.7,1531524196
40.66576292,-102.10831347,true,1,6.2,29,3652.38,270.8,2,13.8,10,0,4.2,2423.6,40.4,40.3,1531524197
40.66576319,-102.10833542,true,1,6.2,29,3652.35,271,2,13.4,9.8,0,4.2,2380.9,39.7,39.7,1531524198
40.6657636,-102.10835718,true,1,6.2,29,3652.34,271.4,2,13.5,11,0,4.2,2670.6,44.5,44.5,1531524199
40.66576415,-102.10837876,true,1,6.2,29,3652.31,271.9,2,13.9,11.1,0,4.2,2688.9,44.8,44.6,1531524200
40.66576469,-102.10840053,true,1,6.2,29,3652.13,271.7,2,13.9,10.4,0,4.2,2520.8,42,41.8,1531524201
40.66576537,-102.10842283,true,1,6.2,29,3652.05,272.5,2,13.6,11,0,4.2,2662.7,44.4,44.3,1531524202
40.66576592,-102.10844459,true,1,6.2,29,3652.02,271.7,2,13.6,10.8,0,4.2,2614.7,43.6,43.5,1531524203
40.6657666,-102.10846636,true,2,12.4,29,3652.04,272.3,2,14,10.7,0,4.2,2584.3,43.1,42.8,1531524204
40.66576701,-102.1084883,true,1,6.2,29,3652.01,271.4,2,13.8,11.4,0,4.2,2760.1,46,45.8,1531524205
40.66576701,-102.1085106,true,1,6.2,29,3651.97,270.3,2,13.5,10.9,0,4.2,2638.9,44,44,1531524206
40.66576701,-102.10853255,true,1,6.2,29,3652.02,270,2,13.8,11.8,0,4.2,2847.9,47.5,47.3,1531524207
40.66576687,-102.10855431,true,1,6.2,29,3652.05,269.5,2,14.1,10.3,0,4.2,2496.1,41.6,41.3,1531524208
40.66576715,-102.10857607,true,1,6.2,29,3652.08,270.8,2,14,10.1,0,4.2,2444.9,40.7,40.5,1531524209
40.66576715,-102.10859802,true,1,6.2,29,3652.06,269.9,2,14,11.5,0,4.2,2787.9,46.5,46.2,1531524210
40.66576715,-102.10861996,true,1,6.2,29,3652.02,269.9,2,14.4,11.4,0,4.2,2757.1,46,45.5,1531524211
40.66576701,-102.1086419,true,2,12.4,29,3651.91,269.9,2,14.2,11.8,0,4.2,2851.9,47.5,47.1,1531524212
40.66576674,-102.10866367,true,1,6.2,29,3651.81,269,2,13.7,11,0,4.2,2664,44.4,44.3,1531524213
40.66576633,-102.10868543,true,1,6.2,29,3651.77,268.3,2,13.6,11.8,0,4.2,2867.5,47.8,47.7,1531524214
40.66576578,-102.10870702,true,1,6.2,29,3651.76,268.1,2,13.8,9.5,0,4.2,2296.9,38.3,38.1,1531524215
40.66576537,-102.1087286,true,1,6.01,29,3651.74,268.6,2,14,9.9,0,4.1,2474.4,41.2,41,1531524216
40.66576524,-102.10875036,true,1,6.01,29,3651.78,269.8,2,13.6,9.3,0,4.1,2324,38.7,38.7,1531524217
40.66576537,-102.10877231,true,1,6.2,29,3651.8,270.4,2,13.2,10.2,0,4.2,2462.9,41,41,1531524218
40.66576551,-102.10879461,true,1,6.2,29,3651.84,270.6,2,13.9,10.8,0,4.2,2622.7,43.7,43.5,1531524219
40.66576565,-102.10881691,true,2,12.4,29,3651.78,270.3,2,14.1,8.8,0,4.2,2127,35.4,35.2,1531524220
40.66576578,-102.10883976,true,1,6.2,29,3651.74,270.5,2,13.7,10.5,0,4.2,2536.4,42.3,42.2,1531524221
40.66576606,-102.10886188,true,1,6.29,29,3651.64,270.6,2,13.5,10.9,0,4.3,2595.3,43.3,43.3,1531524222
40.66576606,-102.10888418,true,1,6.2,29,3651.55,270.1,2,14.2,9.9,0,4.2,2400,40,39.7,1531524223
40.66576633,-102.10890613,true,1,6.2,29,3651.43,270.9,2,14.4,7.5,0,4.2,1815.3,30.3,29.9,1531524224
40.66576633,-102.10892789,true,1,6.2,29,3651.28,270.3,2,13.6,3.9,0,4.2,955.4,15.9,15.9,1531524225
40.66576633,-102.10895001,true,1,6.2,29,3651.21,270,2,12.2,2.9,0,4.2,701.6,11.7,11.7,1531524226
40.66576633,-102.10897196,true,1,6.2,29,3651.15,270,2,12.4,1.6,0,4.2,389.5,6.5,6.5,1531524227
40.66576619,-102.10899372,true,2,12.4,29,3651.04,269.4,2,12.5,1.6,0,4.2,394.1,6.6,6.6,1531524228
40.66576551,-102.10901458,true,1,6.01,29,3650.93,267.4,2,12.7,2,0,4.1,491.7,8.2,8.2,1531524229
40.66576428,-102.10903545,true,1,5.83,29,3650.9,265.7,2,13,4.6,0,4,1196,19.9,19.9,1531524230
40.66576333,-102.10905613,true,1,5.83,29,3650.86,266.6,2,13.8,4.9,0,4,1260.8,21,20.9,1531524231
40.66576292,-102.10907556,true,1,5.74,29,3650.74,268.1,2,14.1,4.1,0,3.9,1069.7,17.8,17.7,1531524232
40.66576237,-102.10909498,true,1,5.56,29,3650.62,268.3,2,14.2,2.5,0,3.8,688.4,11.5,11.4,1531524233
40.6657621,-102.10911387,true,1,5.47,29,3650.58,268.5,2,13,1.5,0,3.7,414.9,6.9,6.9,1531524234
40.66576196,-102.10913347,true,1,5.47,29,3650.41,269.9,2,11.1,0.7,0,3.7,188.9,3.1,3.1,1531524235
40.66576237,-102.10915272,true,2,10.94,29,3650.22,271.2,2,11,0.2,0,3.7,51.7,0.9,0.9,1531524236
40.66576251,-102.10916927,true,1,5.29,29,3650.36,270.8,2,11,0,0,3.6,10.8,0.2,0.2,1531524237
40.66576278,-102.10918653,true,1,5.1,29,3650.45,271.2,2,11,0,0,3.5,0,0,0,1531524238
40.66576292,-102.10920434,true,1,5.1,29,3650.55,270.6,2,11.1,0.4,0,3.5,130.9,2.2,2.2,1531524239
40.66576333,-102.10922269,true,1,5.1,29,3650.63,271.7,2,11.2,4,0,3.5,1185.1,19.8,19.8,1531524240
40.6657636,-102.10924103,true,1,5.1,29,3650.64,271.1,2,12,6.3,0,3.5,1843.8,30.7,30.7,1531524241
40.66576374,-102.1092592,true,1,5.1,29,3650.67,270.4,2,13.2,7.8,0,3.5,2301.1,38.4,38.4,1531524242
40.66576374,-102.10927773,true,1,5.1,29,3650.78,270.2,2,14.1,8,0,3.5,2351.9,39.2,38.9,1531524243
40.66576401,-102.10929643,true,2,10.21,29,3650.73,271.3,2,14.2,8.4,0,3.5,2462.3,41,40.7,1531524244
40.66576442,-102.10931496,true,1,5.1,29,3650.7,271.3,2,13.6,9,0,3.5,2639,44,43.9,1531524245
40.66576483,-102.10933546,true,1,5.1,29,3650.61,271.6,2,13.4,9.3,0,3.5,2750.5,45.8,45.8,1531524246
40.66576524,-102.10935615,true,1,5.56,29,3650.63,271.5,2,14,10.7,0,3.8,2903.4,48.4,48.1,1531524247
40.66576537,-102.10937683,true,1,5.74,29,3650.71,270.3,2,14.1,10.5,0,3.9,2752.6,45.9,45.6,1531524248
40.66576565,-102.10939716,true,1,5.74,29,3650.61,271.4,2,13.8,10.8,0,3.9,2828.5,47.1,47,1531524249
40.66576619,-102.1094182,true,1,5.83,29,3650.52,271.7,2,14.1,11,0,4,2821.6,47,46.7,1531524250
40.66576647,-102.1094387,true,1,5.83,29,3650.52,271.1,2,14.2,11.2,0,4,2883.5,48.1,47.7,1531524251
40.66576687,-102.10945939,true,2,11.48,29,3650.52,271.5,2,13.9,11.2,0,3.9,2921.2,48.7,48.5,1531524252
40.66576701,-102.10948007,true,1,5.74,29,3650.51,270.7,2,13.8,11.2,0,3.9,2932,48.9,48.7,1531524253
40.66576742,-102.10950076,true,1,5.83,29,3650.45,271.1,2,14.2,11.9,0,4,3073.9,51.2,50.8,1531524254
40.66576756,-102.10952162,true,1,5.74,29,3650.55,270.6,2,14.2,11.4,0,3.9,2973.5,49.6,49.2,1531524255
40.66576756,-102.10954339,true,1,5.83,29,3650.58,270.1,2,13.7,11.9,0,4,3068.2,51.1,51,1531524256
40.66576756,-102.10956515,true,1,6.01,29,3650.54,269.8,2,13.6,11.8,0,4.1,2944.5,49.1,49,1531524257
40.66576715,-102.10958691,true,1,6.2,29,3650.52,269,2,14.2,12.2,0,4.2,2968.1,49.5,49.1,1531524258
40.66576715,-102.10960886,true,1,6.2,29,3650.5,269.6,2,14.1,12.6,0,4.2,3057.4,51,50.6,1531524259
40.66576715,-102.1096308,true,2,12.03,29,3650.51,270,2,13.8,10.8,0,4.1,2692.3,44.9,44.7,1531524260
40.66576674,-102.10965274,true,1,6.2,29,3650.36,268.6,2,13.8,11.4,0,4.2,2755,45.9,45.8,1531524261
40.66576619,-102.10967505,true,1,6.2,29,3650.26,268.5,2,14.2,10.7,0,4.2,2601.2,43.4,43,1531524262
40.66576578,-102.10969735,true,1,6.2,29,3650.15,268.3,2,14.1,11,0,4.2,2658.9,44.3,44,1531524263
40.66576537,-102.10971983,true,1,6.2,29,3650.1,268.6,2,13.9,10.6,0,4.2,2557.5,42.6,42.4,1531524264
40.66576496,-102.10974214,true,1,6.2,29,3649.99,268.8,2,14.2,10.6,0,4.2,2563.6,42.7,42.4,1531524265
40.66576456,-102.1097648,true,1,6.29,29,3649.88,268.5,2,14.5,10.3,0,4.3,2469.1,41.2,40.7,1531524266
40.66576415,-102.10978764,true,1,6.29,29,3649.77,268.6,2,14,9.7,0,4.3,2304.8,38.4,38.2,1531524267
40.6657636,-102.1098103,true,2,12.58,29,3649.68,268.4,2,13.5,10.5,0,4.3,2510.4,41.8,41.8,1531524268
40.66576333,-102.10983279,true,1,6.29,29,3649.51,269.2,2,14,9.7,0,4.3,2324.9,38.7,38.5,1531524269
40.66576346,-102.10985527,true,1,6.29,29,3649.33,270.2,2,14.2,9.4,0,4.3,2236.1,37.3,37,1531524270
40.6657636,-102.10987739,true,1,6.29,29,3649.23,270.4,2,13.7,9,0,4.3,2144.8,35.7,35.7,1531524271
40.66576346,-102.10989988,true,1,6.29,29,3649.12,269.8,2,14,9.7,0,4.3,2322.9,38.7,38.5,1531524272
40.6657636,-102.10992218,true,1,6.29,29,3648.97,270.5,2,14.6,10.7,0,4.3,2554.4,42.6,42,1531524273
40.66576387,-102.10994412,true,1,6.2,29,3648.87,270.8,2,14.8,9.9,0,4.2,2398.5,40,39.4,1531524274
40.66576374,-102.10996643,true,1,6.2,29,3648.78,269.5,2,14.2,10.7,0,4.2,2596.1,43.3,42.9,1531524275
40.66576374,-102.10998909,true,2,12.58,29,3648.59,270,2,14,10.6,0,4.3,2526.2,42.1,41.9,1531524276
40.66576387,-102.11001175,true,1,6.29,29,3648.48,270.6,2,14.3,10.2,0,4.3,2440.4,40.7,40.3,1531524277
40.66576442,-102.11003442,true,1,6.2,29,3648.37,271.7,2,14.2,11.1,0,4.2,2689.6,44.8,44.5,1531524278
40.66576483,-102.11005672,true,1,6.29,29,3648.31,271.3,2,13.8,11.4,0,4.3,2724.8,45.4,45.3,1531524279
40.6657651,-102.11007902,true,1,6.29,29,3648.22,271.1,2,13.9,11.7,0,4.3,2790.2,46.5,46.3,1531524280
40.66576551,-102.1101015,true,1,6.29,29,3648.1,271.1,2,14.3,12.5,0,4.3,2994.8,49.9,49.5,1531524281
40.66576565,-102.11012417,true,1,6.29,29,3647.89,270.6,2,14.2,11.6,0,4.3,2763.5,46.1,45.7,1531524282
40.66576592,-102.11014665,true,1,6.29,29,3647.71,271.1,2,13.8,10.8,0,4.3,2586.1,43.1,43,1531524283
